DateTime,Device,Till,Safe,TillInOut,Amount,Balance,Difference,Status
24/03/2022 04:36,Discount Test Device,Till 1,Lekki 1,In,100.00,1406812.00,0,Approved
24/03/2022 04:36,Discount Test Device,Till 1,Lekki 1,In,25.00,1406837.00,0,Approved
21/03/2022 13:38,Discount Test Device,Till 1,Lekki 1,In,1000.00,1406612.00,0,Approved
21/03/2022 13:07,Discount Test Device,Till 1,Lekki 1,In,4225.00,1405612.00,0,Approved
21/03/2022 13:06,Discount Test Device,Till 1,Lekki 1,In,800.00,1401387.00,0,Approved
21/03/2022 13:03,Discount Test Device,Till 1,Lekki 1,In,1600.00,1400587.00,0,Approved
21/03/2022 13:01,Discount Test Device,Till 1,Lekki 1,In,1200.00,1398987.00,0,Approved
21/03/2022 13:01,Discount Test Device,Till 1,Lekki 1,In,1500.00,1397787.00,0,Approved
21/03/2022 12:59,Discount Test Device,Till 1,Lekki 1,In,1500.00,1396287.00,0,Approved
21/03/2022 12:52,Discount Test Device,Till 1,Lekki 1,In,4000.00,1394787.00,0,Approved
21/03/2022 04:16,Discount Test Device,Till 1,Lekki 1,In,500.00,1390787.00,0,Approved
18/03/2022 09:08,Discount Test Device,Till 1,Lekki 1,In,3500.00,1390287.00,0,Approved
18/03/2022 09:08,Discount Test Device,Till 1,Lekki 1,In,10500.00,1386787.00,0,Approved
18/03/2022 09:03,Discount Test Device,Till 1,Lekki 1,In,6000.00,1376287.00,0,Approved
18/03/2022 08:56,Discount Test Device,Till 1,Lekki 1,In,1000.00,1370287.00,0,Approved
18/03/2022 08:55,Discount Test Device,Till 1,Lekki 1,In,2000.00,1369287.00,0,Approved
18/03/2022 08:53,Discount Test Device,Till 1,Lekki 1,In,3900.00,1367287.00,0,Approved
18/03/2022 08:51,Discount Test Device,Till 1,Lekki 1,In,2950.00,1363387.00,0,Approved
18/03/2022 08:43,Discount Test Device,Till 1,Lekki 1,In,1000.00,1360437.00,0,Approved
17/03/2022 12:05,Discount Test Device,Till 1,Lekki 1,In,3700.00,1359437.00,0,Approved
17/03/2022 11:59,Discount Test Device,Till 1,Lekki 1,In,425.00,1355737.00,0,Approved
17/03/2022 11:59,Discount Test Device,Till 1,Lekki 1,In,225.00,1355312.00,0,Approved
17/03/2022 11:58,Discount Test Device,Till 1,Lekki 1,In,225.00,1355087.00,0,Approved
08/03/2022 16:31,Discount Test Device,Till 1,Lekki 1,In,5400.00,1354862.00,0,Approved
08/03/2022 16:29,Discount Test Device,Till 1,Lekki 1,In,13100.00,1349462.00,0,Approved
08/03/2022 16:26,Discount Test Device,Till 1,Lekki 1,In,11700.00,1336362.00,0,Approved
08/03/2022 12:59,Discount Test Device,Till 1,Lekki 1,In,675.00,1324662.00,0,Approved
08/03/2022 12:37,Discount Test Device,Till 1,Lekki 1,In,450.00,1323987.00,0,Approved
08/03/2022 12:33,Discount Test Device,Till 1,Lekki 1,In,225.00,1323537.00,0,Approved
08/03/2022 12:26,Discount Test Device,Till 1,Lekki 1,In,225.00,1323312.00,0,Approved
08/03/2022 12:12,Discount Test Device,Till 1,Lekki 1,In,3500.00,1323087.00,0,Approved
08/03/2022 11:59,Discount Test Device,Till 1,Lekki 1,In,450.00,1319587.00,0,Approved
08/03/2022 11:52,Discount Test Device,Till 1,Lekki 1,In,7000.00,1319137.00,0,Approved
08/03/2022 11:17,Discount Test Device,Till 1,Lekki 1,In,7000.00,1312137.00,0,Approved
08/03/2022 10:02,Discount Test Device,Till 1,Lekki 1,In,26300.00,1305137.00,0,Approved
08/03/2022 10:02,Discount Test Device,Till 1,Lekki 1,In,14000.00,1278837.00,0,Approved
08/03/2022 10:02,Discount Test Device,Till 1,Lekki 1,In,7500.00,1264837.00,0,Approved
08/03/2022 10:02,Discount Test Device,Till 1,Lekki 1,In,1700.00,1255537.00,0,Approved
08/03/2022 10:02,Discount Test Device,Till 1,Lekki 1,In,1800.00,1257337.00,0,Approved
08/03/2022 10:02,Discount Test Device,Till 1,Lekki 1,In,225.00,1253837.00,0,Approved
08/03/2022 10:02,Discount Test Device,Till 1,Lekki 1,In,3725.00,1253612.00,0,Approved
08/03/2022 10:01,Discount Test Device,Till 1,Lekki 1,In,17400.00,1249887.00,0,Approved
08/03/2022 10:01,Discount Test Device,Till 1,Lekki 1,In,700.00,1232487.00,0,Approved
08/03/2022 10:01,Discount Test Device,Till 1,Lekki 1,In,25500.00,1231787.00,0,Approved
08/03/2022 09:50,Discount Test Device,Till 1,Lekki 1,In,225.00,1197287.00,0,Approved
08/03/2022 09:50,Discount Test Device,Till 1,Lekki 1,In,9000.00,1206287.00,0,Approved
08/03/2022 09:49,Discount Test Device,Till 1,Lekki 1,In,8400.00,1197062.00,0,Approved
08/03/2022 09:40,Discount Test Device,Till 1,Lekki 1,In,1000.00,1188662.00,0,Approved
08/03/2022 09:26,Discount Test Device,Till 1,Lekki 1,In,1350.00,1187662.00,0,Approved
08/03/2022 09:23,Discount Test Device,Till 1,Lekki 1,In,1600.00,1186312.00,0,Approved
08/03/2022 09:21,Discount Test Device,Till 1,Lekki 1,In,10500.00,1184712.00,0,Approved
08/03/2022 09:21,Discount Test Device,Till 1,Lekki 1,In,7000.00,1174212.00,0,Approved
08/03/2022 09:21,Discount Test Device,Till 1,Lekki 1,In,1200.00,1167212.00,0,Approved
08/03/2022 09:21,Discount Test Device,Till 1,Lekki 1,In,800.00,1166012.00,0,Approved
08/03/2022 08:49,Discount Test Device,Till 1,Lekki 1,In,500.00,1165212.00,0,Approved
08/03/2022 08:42,Discount Test Device,Till 1,Lekki 1,In,500.00,1164712.00,0,Approved
08/03/2022 08:41,Discount Test Device,Till 1,Lekki 1,In,4000.00,1164212.00,0,Approved
07/03/2022 11:04,Discount Test Device,Till 1,Lekki 1,In,1200.00,1160212.00,0,Approved
07/03/2022 11:02,Discount Test Device,Till 1,Lekki 1,In,200.00,1159012.00,0,Approved
07/03/2022 10:27,Discount Test Device,Till 1,Lekki 1,In,225.00,1158812.00,0,Approved
07/03/2022 10:27,Discount Test Device,Till 1,Lekki 1,In,225.00,1158362.00,0,Approved
07/03/2022 10:27,Discount Test Device,Till 1,Lekki 1,In,225.00,1158587.00,0,Approved
07/03/2022 09:53,Discount Test Device,Till 1,Lekki 1,In,225.00,1158137.00,0,Approved
07/03/2022 09:53,Discount Test Device,Till 1,Lekki 1,In,225.00,1157687.00,0,Approved
07/03/2022 09:53,Discount Test Device,Till 1,Lekki 1,In,225.00,1157912.00,0,Approved
07/03/2022 09:51,Discount Test Device,Till 1,Lekki 1,In,11400.00,1157462.00,0,Approved
07/03/2022 09:51,Discount Test Device,Till 1,Lekki 1,In,11400.00,1146062.00,0,Approved
07/03/2022 09:51,Discount Test Device,Till 1,Lekki 1,In,11400.00,1134662.00,0,Approved
07/03/2022 09:42,Discount Test Device,Till 1,Lekki 1,In,12500.00,1123262.00,0,Approved
07/03/2022 09:40,Discount Test Device,Till 1,Lekki 1,In,4950.00,1110762.00,0,Approved
01/03/2022 17:23,Discount Test Device,Till 1,Lekki 1,In,3500.00,1105812.00,0,Approved
01/03/2022 17:22,Discount Test Device,Till 1,Lekki 1,In,3500.00,1102312.00,0,Approved
24/02/2022 11:02,Discount Test Device,Till 1,Lekki 1,In,500.00,1098812.00,0,Approved
24/02/2022 10:40,Discount Test Device,Till 1,Lekki 1,In,4000.00,1098312.00,0,Approved
24/02/2022 10:38,Discount Test Device,Till 1,Lekki 1,In,3500.00,1090812.00,0,Approved
24/02/2022 10:38,Discount Test Device,Till 1,Lekki 1,In,3500.00,1094312.00,0,Approved
24/02/2022 10:35,Discount Test Device,Till 1,Lekki 1,In,4500.00,1087312.00,0,Approved
24/02/2022 09:23,Discount Test Device,Till 1,Lekki 1,In,4000.00,1082812.00,0,Approved
24/02/2022 09:06,Discount Test Device,Till 1,Lekki 1,In,225.00,1078587.00,0,Approved
24/02/2022 09:06,Discount Test Device,Till 1,Lekki 1,In,225.00,1078812.00,0,Approved
24/02/2022 09:03,Discount Test Device,Till 1,Lekki 1,In,1475.00,1078362.00,0,Approved
23/02/2022 11:21,Discount Test Device,Till 1,Lekki 1,In,1125.00,1076887.00,0,Approved
23/02/2022 10:26,Discount Test Device,Till 1,Lekki 1,In,3500.00,1075762.00,0,Approved
23/02/2022 08:55,Discount Test Device,Till 1,Lekki 1,In,225.00,1072262.00,0,Approved
22/02/2022 21:26,Discount Test Device,Till 1,Lekki 1,In,30175.00,1072037.00,0,Approved
22/02/2022 21:23,Hso 78,Till 1,Lekki 1,In,5100.00,1041862.00,0,Approved
17/02/2022 16:34,Discount Test Device,Till 1,Lekki 1,In,1200.00,1036762.00,0,Approved
17/02/2022 15:41,Discount Test Device,Till 1,Lekki 1,In,6450.00,1035562.00,0,Approved
17/02/2022 07:32,Discount Test Device,Till 1,Lekki 1,In,66500.00,1029112.00,0,Approved
17/02/2022 07:31,Discount Test Device,Till 1,Lekki 1,In,3500.00,962612.00,0,Approved
17/02/2022 07:31,Discount Test Device,Till 1,Lekki 1,In,153500.00,959112.00,0,Approved
17/02/2022 07:28,Discount Test Device,Till 1,Lekki 1,In,10500.00,805612.00,0,Approved
17/02/2022 07:23,Discount Test Device,Till 1,Lekki 1,In,8450.00,795112.00,0,Approved
17/01/2022 10:40,Discount Test Device,Till 1,Lekki 1,In,4500.00,786662.00,0,Approved
17/01/2022 10:39,Discount Test Device,Till 1,Lekki 1,In,3500.00,782162.00,0,Approved
17/01/2022 10:27,Discount Test Device,Till 1,Lekki 1,In,650.00,778662.00,0,Approved
17/01/2022 10:21,Discount Test Device,Till 1,Lekki 1,In,1350.00,778012.00,0,Approved
17/01/2022 10:19,Discount Test Device,Till 1,Lekki 1,In,1100.00,776662.00,0,Approved
17/01/2022 10:16,Discount Test Device,Till 1,Lekki 1,In,225.00,775562.00,0,Approved
17/01/2022 10:15,Discount Test Device,Till 1,Lekki 1,In,212.00,775337.00,0,Approved
05/01/2022 11:34,Discount Test Device,Till 1,Lekki 1,In,8000.00,775125.00,0,Approved
04/01/2022 10:25,Discount Test Device,Till 1,Lekki 1,In,3500.00,767125.00,0,Approved
04/01/2022 10:06,Discount Test Device,Till 1,Lekki 1,In,3500.00,763625.00,0,Approved
04/01/2022 10:05,Discount Test Device,Till 1,Lekki 1,In,225.00,760125.00,0,Approved
13/12/2021 19:16,,Till 1,,,100000.00,759900.00,0,Approved
13/12/2021 19:14,,Till 1,Lekki 1,In,10000.00,759900.00,0,Approved
13/12/2021 19:12,,Till 1,Lekki 1,Out,10000.00,749900.00,0,Approved
04/10/2021 14:20,Discount Test Device,Till 1,Lekki 1,In,225.00,759900.00,0,Approved
27/04/2021 16:42,Discount Test Device,Till 1,Lekki 1,In,700.00,759675.00,0,Approved
23/04/2021 11:36,Discount Test Device,Till 1,Lekki 1,In,3725.00,758975.00,0,Approved
22/04/2021 11:56,Discount Test Device,Till 1,Lekki 1,In,7000.00,752550.00,0,Approved
22/04/2021 11:56,Discount Test Device,Till 1,Lekki 1,In,2700.00,755250.00,0,Approved
22/04/2021 09:59,Discount Test Device,Till 1,Lekki 1,In,3700.00,745550.00,0,Approved
21/04/2021 17:08,Discount Test Device,Till 1,Lekki 1,In,200.00,741850.00,0,Approved
14/04/2021 15:47,Discount Test Device,Till 1,Lekki 1,In,4500.00,741650.00,0,Approved
14/04/2021 15:46,Discount Test Device,Till 1,Lekki 1,In,4500.00,737150.00,0,Approved
14/04/2021 11:03,Discount Test Device,Till 1,Lekki 1,In,7500.00,732650.00,0,Approved
14/04/2021 11:01,Discount Test Device,Till 1,Lekki 1,In,3500.00,725150.00,0,Approved
14/04/2021 10:58,Discount Test Device,Till 1,Lekki 1,In,200.00,721650.00,0,Approved
14/04/2021 10:57,Discount Test Device,Till 1,Lekki 1,In,200.00,721450.00,0,Approved
08/04/2021 12:09,Discount Test Device,Till 1,Lekki 1,In,3500.00,721250.00,0,Approved
08/04/2021 11:57,Discount Test Device,Till 1,Lekki 1,In,3900.00,717750.00,0,Approved
08/04/2021 11:19,Discount Test Device,Till 1,Lekki 1,In,8200.00,713850.00,0,Approved
08/04/2021 11:17,Discount Test Device,Till 1,Lekki 1,In,4000.00,705650.00,0,Approved
08/04/2021 11:09,Discount Test Device,Till 1,Lekki 1,In,14000.00,701650.00,0,Approved
08/04/2021 11:07,Discount Test Device,Till 1,Lekki 1,In,7000.00,687650.00,0,Approved
08/04/2021 11:05,Discount Test Device,Till 1,Lekki 1,In,16600.00,680650.00,0,Approved
08/04/2021 10:57,Discount Test Device,Till 1,Lekki 1,In,5000.00,664050.00,0,Approved
08/04/2021 10:55,Discount Test Device,Till 1,Lekki 1,In,18500.00,659050.00,0,Approved
08/04/2021 10:52,Discount Test Device,Till 1,Lekki 1,In,16200.00,640550.00,0,Approved
08/04/2021 10:49,Discount Test Device,Till 1,Lekki 1,In,13100.00,624350.00,0,Approved
08/04/2021 10:37,Discount Test Device,Till 1,Lekki 1,In,8500.00,611250.00,0,Approved
08/04/2021 10:33,Discount Test Device,Till 1,Lekki 1,In,21000.00,602750.00,0,Approved
08/04/2021 10:32,Discount Test Device,Till 1,Lekki 1,In,12500.00,581750.00,0,Approved
08/04/2021 10:32,Discount Test Device,Till 1,Lekki 1,In,10500.00,569250.00,0,Approved
08/04/2021 10:32,Discount Test Device,Till 1,Lekki 1,In,400.00,558750.00,0,Approved
08/04/2021 10:30,Discount Test Device,Till 1,Lekki 1,In,1125.00,558350.00,0,Approved
07/04/2021 13:26,Discount Test Device,Till 1,Lekki 1,In,200.00,557225.00,0,Approved
07/04/2021 11:50,Discount Test Device,Till 1,Lekki 1,In,9500.00,557025.00,0,Approved
07/04/2021 11:47,Discount Test Device,Till 1,Lekki 1,In,9500.00,547525.00,0,Approved
07/04/2021 11:45,Discount Test Device,Till 1,Lekki 1,In,9500.00,538025.00,0,Approved
07/04/2021 11:33,Discount Test Device,Till 1,Lekki 1,In,9500.00,528525.00,0,Approved
07/04/2021 10:35,Discount Test Device,Till 1,Lekki 1,In,9500.00,519025.00,0,Approved
07/04/2021 10:32,Discount Test Device,Till 1,Lekki 1,In,9500.00,509525.00,0,Approved
07/04/2021 10:32,Discount Test Device,Till 1,Lekki 1,In,200.00,500025.00,0,Approved
07/04/2021 10:30,Discount Test Device,Till 1,Lekki 1,In,9500.00,499825.00,0,Approved
07/04/2021 10:29,Discount Test Device,Till 1,Lekki 1,In,9500.00,490325.00,0,Approved
07/04/2021 10:29,Discount Test Device,Till 1,Lekki 1,In,9500.00,480825.00,0,Approved
07/04/2021 10:26,Discount Test Device,Till 1,Lekki 1,In,9500.00,471325.00,0,Approved
07/04/2021 10:25,Discount Test Device,Till 1,Lekki 1,In,9500.00,461825.00,0,Approved
07/04/2021 10:23,Discount Test Device,Till 1,Lekki 1,In,4100.00,452325.00,0,Approved
07/04/2021 10:21,Discount Test Device,Till 1,Lekki 1,In,14100.00,448225.00,0,Approved
07/04/2021 10:19,Discount Test Device,Till 1,Lekki 1,In,21000.00,434125.00,0,Approved
07/04/2021 10:18,Discount Test Device,Till 1,Lekki 1,In,8600.00,413125.00,0,Approved
07/04/2021 10:18,Discount Test Device,Till 1,Lekki 1,In,8200.00,404525.00,0,Approved
07/04/2021 10:17,Discount Test Device,Till 1,Lekki 1,In,3900.00,396325.00,0,Approved
07/04/2021 10:16,Discount Test Device,Till 1,Lekki 1,In,8400.00,392425.00,0,Approved
03/04/2021 06:02,Discount Test Device,Till 1,Lekki 1,In,7650.00,384025.00,0,Approved
02/04/2021 15:16,Discount Test Device,Till 1,Lekki 1,In,12500.00,376375.00,0,Approved
02/04/2021 15:12,Discount Test Device,Till 1,Lekki 1,In,3500.00,363875.00,0,Approved
02/04/2021 15:07,Discount Test Device,Till 1,Lekki 1,In,600.00,360375.00,0,Approved
02/04/2021 15:01,Discount Test Device,Till 1,Lekki 1,In,400.00,359775.00,0,Approved
01/04/2021 12:47,Discount Test Device,Till 1,Lekki 1,In,3700.00,359375.00,0,Approved
01/04/2021 12:35,Discount Test Device,Till 1,Lekki 1,In,500.00,355675.00,0,Approved
25/03/2021 11:28,Discount Test Device,Till 1,Lekki 1,In,1000.00,355175.00,0,Approved
25/03/2021 11:15,Discount Test Device,Till 1,Lekki 1,In,1000.00,352175.00,0,Approved
25/03/2021 11:15,Discount Test Device,Till 1,Lekki 1,In,1000.00,353175.00,0,Approved
25/03/2021 11:15,Discount Test Device,Till 1,Lekki 1,In,1000.00,354175.00,0,Approved
12/03/2021 12:48,Discount Test Device,Till 1,Lekki 1,In,2675.00,351175.00,0,Approved
12/03/2021 12:47,Discount Test Device,Till 1,Lekki 1,In,1025.00,348500.00,0,Approved
12/03/2021 12:45,Discount Test Device,Till 1,Lekki 1,In,14000.00,347475.00,0,Approved
12/03/2021 12:44,Discount Test Device,Till 1,Lekki 1,In,13500.00,333475.00,0,Approved
12/03/2021 12:44,Discount Test Device,Till 1,Lekki 1,In,8000.00,319975.00,0,Approved
12/03/2021 12:43,Discount Test Device,Till 1,Lekki 1,In,19500.00,311975.00,0,Approved
12/03/2021 12:42,Discount Test Device,Till 1,Lekki 1,In,35500.00,292475.00,0,Approved
12/03/2021 12:42,Discount Test Device,Till 1,Lekki 1,In,27000.00,256975.00,0,Approved
12/03/2021 10:01,Discount Test Device,Till 1,Lekki 1,In,3500.00,229975.00,0,Approved
12/03/2021 09:58,Discount Test Device,Till 1,Lekki 1,In,3500.00,226475.00,0,Approved
12/03/2021 09:56,Discount Test Device,Till 1,Lekki 1,In,3500.00,222975.00,0,Approved
12/03/2021 09:53,Discount Test Device,Till 1,Lekki 1,In,9000.00,219475.00,0,Approved
12/03/2021 09:52,Discount Test Device,Till 1,Lekki 1,In,3500.00,210475.00,0,Approved
12/03/2021 09:31,Discount Test Device,Till 1,Lekki 1,In,8000.00,206975.00,0,Approved
10/03/2021 11:09,Discount Test Device,Till 1,Lekki 1,In,8000.00,198975.00,0,Approved
10/03/2021 10:02,Discount Test Device,Till 1,Lekki 1,In,8000.00,182975.00,0,Approved
10/03/2021 10:02,Discount Test Device,Till 1,Lekki 1,In,8000.00,190975.00,0,Approved
01/03/2021 13:48,Discount Test Device,Till 1,Lekki 1,In,1000.00,174975.00,0,Approved
01/03/2021 13:48,Discount Test Device,Till 1,Lekki 1,In,1000.00,173975.00,0,Approved
01/03/2021 13:27,Discount Test Device,Till 1,Lekki 1,In,3000.00,172975.00,0,Approved
01/03/2021 12:40,Discount Test Device,Till 1,Lekki 1,In,2000.00,169975.00,0,Approved
26/02/2021 14:27,Discount Test Device,Till 1,Lekki 1,In,1000.00,167975.00,0,Approved
26/02/2021 14:19,Discount Test Device,Till 1,Lekki 1,In,10000.00,106975.00,0,Approved
26/02/2021 14:19,Discount Test Device,Till 1,Lekki 1,In,10000.00,116975.00,0,Approved
26/02/2021 14:19,Discount Test Device,Till 1,Lekki 1,In,10000.00,126975.00,0,Approved
26/02/2021 14:19,Discount Test Device,Till 1,Lekki 1,In,10000.00,136975.00,0,Approved
26/02/2021 14:19,Discount Test Device,Till 1,Lekki 1,In,10000.00,146975.00,0,Approved
26/02/2021 14:19,Discount Test Device,Till 1,Lekki 1,In,10000.00,156975.00,0,Approved
26/02/2021 14:19,Discount Test Device,Till 1,Lekki 1,In,10000.00,166975.00,0,Approved
24/02/2021 09:29,Discount Test Device,Till 1,Lekki 1,In,300.00,93975.00,0,Approved
24/02/2021 09:29,Discount Test Device,Till 1,Lekki 1,In,300.00,94275.00,0,Approved
24/02/2021 09:29,Discount Test Device,Till 1,Lekki 1,In,300.00,94575.00,0,Approved
24/02/2021 09:29,Discount Test Device,Till 1,Lekki 1,In,300.00,94875.00,0,Approved
24/02/2021 09:29,Discount Test Device,Till 1,Lekki 1,In,300.00,95175.00,0,Approved
24/02/2021 09:29,Discount Test Device,Till 1,Lekki 1,In,300.00,95475.00,0,Approved
24/02/2021 09:29,Discount Test Device,Till 1,Lekki 1,In,300.00,95775.00,0,Approved
24/02/2021 09:29,Discount Test Device,Till 1,Lekki 1,In,300.00,96075.00,0,Approved
24/02/2021 09:29,Discount Test Device,Till 1,Lekki 1,In,300.00,96375.00,0,Approved
24/02/2021 09:29,Discount Test Device,Till 1,Lekki 1,In,300.00,96675.00,0,Approved
24/02/2021 09:29,Discount Test Device,Till 1,Lekki 1,In,300.00,96975.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,90750.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,90975.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,91200.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,91425.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,91650.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,91875.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,92100.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,92325.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,92550.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,92775.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,93000.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,93225.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,93450.00,0,Approved
24/02/2021 09:20,Discount Test Device,Till 1,Lekki 1,In,225.00,93675.00,0,Approved
23/02/2021 12:10,Discount Test Device,Till 1,Lekki 1,In,2000.00,90525.00,0,Approved
23/02/2021 11:59,Discount Test Device,Till 1,Lekki 1,In,13100.00,75425.00,0,Approved
23/02/2021 11:59,Discount Test Device,Till 1,Lekki 1,In,13100.00,88525.00,0,Approved
18/02/2021 12:11,Discount Test Device,Till 1,Lekki 1,In,7200.00,62325.00,0,Approved
18/02/2021 11:33,Discount Test Device,Till 1,Lekki 1,In,7200.00,55125.00,0,Approved
18/02/2021 10:37,Discount Test Device,Till 1,Lekki 1,In,3600.00,47925.00,0,Approved
18/02/2021 10:12,Discount Test Device,Till 1,Lekki 1,In,10800.00,44325.00,0,Approved
18/02/2021 09:49,Discount Test Device,Till 1,Lekki 1,In,10775.00,33525.00,0,Approved
18/02/2021 09:46,Discount Test Device,Till 1,Lekki 1,In,20850.00,22750.00,0,Approved
11/02/2021 11:34,,Till 1,Lekki 1,Out,1100.00,1900.00,0,Discarded
11/02/2021 11:25,,Till 1,Lekki 1,Out,14725.00,1900.00,0,Approved
11/02/2021 11:11,Discount Test Device,Till 1,Lekki 1,In,4000.00,16625.00,0,Approved
11/02/2021 11:11,Discount Test Device,Till 1,Lekki 1,In,8000.00,12625.00,0,Approved
11/02/2021 11:11,Discount Test Device,Till 1,Lekki 1,In,4725.00,4625.00,0,Approved
11/02/2021 10:29,,Till 1,Lekki 1,Out,100.00,-100.00,0,Approved
11/02/2021 10:27,,Till 1,Lekki 1,Out,7725.00,0.00,0,Approved
09/02/2021 12:21,Discount Test Device,Till 1,Lekki 1,In,2500.00,7725.00,0,Approved
09/02/2021 11:16,Discount Test Device,Till 1,Lekki 1,In,2000.00,3225.00,0,Approved
09/02/2021 11:16,Discount Test Device,Till 1,Lekki 1,In,2000.00,5225.00,0,Approved
09/02/2021 10:17,,Till 1,Lekki 1,Out,6000.00,1225.00,0,Approved
09/02/2021 10:15,Discount Test Device,Till 1,Lekki 1,In,7225.00,7225.00,0,Approved
